"","pokedex_number","name","generation","category","egg_group_1","egg_group_2","has_egg_group_2","color","body_style","height_m","weight_kg","abilities","ability_1","ability_2","ability_3","ability_4","ability_5","ability_6","no_of_abilities","has_mega_evolution","catch_rate","base_egg_steps","base_friendship","experience_growth","has_gender","prob_male","type_1","type_2","has_type_2","is_legendary","hp","attack","defense","sp_attack","sp_defense","speed","total"
"448",448,"Lucario",4,"Aura","Field","Human-Like","TRUE","Blue","bipedal_tailed",1.19,54,"['Steadfast', 'Inner Focus', 'Justified']","Steadfast","Inner Focus","Justified","none","none","none",3,"True",45,6400,70,1059860,"True",0.875,"fighting","steel","TRUE","FALSE",70,145,88,140,70,112,625
"449",449,"Hippopotas",4,"Hippo","Field","none","FALSE","Brown","quadruped",0.79,49.5,"['Sand Stream', 'Sand Force']","Sand Stream","Sand Force","none","none","none","none",2,"False",140,7680,70,1250000,"True",0.5,"ground","none","FALSE","FALSE",68,72,78,38,42,32,330
"450",450,"Hippowdon",4,"Heavyweight","Field","none","FALSE","Brown","quadruped",2.01,300,"['Sand Stream', 'Sand Force']","Sand Stream","Sand Force","none","none","none","none",2,"False",60,7680,70,1250000,"True",0.5,"ground","none","FALSE","FALSE",108,112,118,68,72,47,525
"451",451,"Skorupi",4,"Scorpion","Bug","Water_3","TRUE","Purple","insectoid",0.79,12,"['Battle Armor', 'Sniper', 'Keen Eye']","Battle Armor","Sniper","Keen Eye","none","none","none",3,"False",120,5120,70,1250000,"True",0.5,"poison","bug","TRUE","FALSE",40,50,90,30,55,65,330
"452",452,"Drapion",4,"Ogre Scorp","Bug","Water_3","TRUE","Purple","insectoid",1.3,61.5,"['Battle Armor', 'Sniper', 'Keen Eye']","Battle Armor","Sniper","Keen Eye","none","none","none",3,"False",45,5120,70,1250000,"True",0.5,"poison","dark","TRUE","FALSE",70,90,110,60,75,95,500
"453",453,"Croagunk",4,"Toxic Mouth","Human-Like","none","FALSE","Blue","bipedal_tailless",0.71,23,"['Anticipation', 'Dry Skin', 'Poison Touch']","Anticipation","Dry Skin","Poison Touch","none","none","none",3,"False",140,2560,100,1000000,"True",0.5,"poison","fighting","TRUE","FALSE",48,61,40,61,40,50,300
"454",454,"Toxicroak",4,"Toxic Mouth","Human-Like","none","FALSE","Blue","bipedal_tailless",1.3,44.4,"['Anticipation', 'Dry Skin', 'Poison Touch']","Anticipation","Dry Skin","Poison Touch","none","none","none",3,"False",75,5120,70,1000000,"True",0.5,"poison","fighting","TRUE","FALSE",83,106,65,86,65,85,490
"455",455,"Carnivine",4,"Bug Catcher","Grass","none","FALSE","Green","several_limbs",1.4,27,"['Levitate']","Levitate","none","none","none","none","none",1,"False",200,6400,70,1250000,"True",0.5,"grass","none","FALSE","FALSE",74,100,72,90,72,46,454
"456",456,"Finneon",4,"Wing Fish","Water_2","none","FALSE","Blue","with_fins",0.41,7,"['Swift Swim', 'Storm Drain', 'Water Veil']","Swift Swim","Storm Drain","Water Veil","none","none","none",3,"False",190,5120,70,600000,"True",0.5,"water","none","FALSE","FALSE",49,49,56,49,61,66,330
"457",457,"Lumineon",4,"Neon","Water_2","none","FALSE","Blue","with_fins",1.19,24,"['Swift Swim', 'Storm Drain', 'Water Veil']","Swift Swim","Storm Drain","Water Veil","none","none","none",3,"False",75,5120,70,600000,"True",0.5,"water","none","FALSE","FALSE",69,69,76,69,86,91,460
"458",458,"Mantyke",4,"Kite","Undiscovered","none","FALSE","Blue","two_wings",0.99,65,"['Swift Swim', 'Water Absorb', 'Water Veil']","Swift Swim","Water Absorb","Water Veil","none","none","none",3,"False",25,6400,70,1250000,"True",0.5,"water","flying","TRUE","FALSE",45,20,50,60,120,50,345
"459",459,"Snover",4,"Frosted Tree","Monster","Grass","TRUE","White","bipedal_tailed",0.99,50.5,"['Snow Warning', 'Soundproof']","Snow Warning","Soundproof","none","none","none","none",2,"False",120,5120,70,1250000,"True",0.5,"grass","ice","TRUE","FALSE",60,62,50,62,60,40,334
"460",460,"Abomasnow",4,"Frosted Tree","Monster","Grass","TRUE","White","bipedal_tailed",2.21,135.5,"['Snow Warning', 'Soundproof']","Snow Warning","Soundproof","none","none","none","none",2,"True",60,5120,70,1250000,"True",0.5,"grass","ice","TRUE","FALSE",90,132,105,132,105,30,594
"461",461,"Weavile",4,"Sharp Claw","Field","none","FALSE","Black","bipedal_tailed",1.09,34,"['Pressure', 'Pickpocket']","Pressure","Pickpocket","none","none","none","none",2,"False",45,5120,35,1059860,"True",0.5,"dark","ice","TRUE","FALSE",70,120,65,45,85,125,510
"462",462,"Magnezone",4,"Magnet Area","Mineral","none","FALSE","Grey","head_arms",1.19,180,"['Magnet Pull', 'Sturdy', 'Analytic']","Magnet Pull","Sturdy","Analytic","none","none","none",3,"False",30,5120,70,1000000,"False",0,"electric","steel","TRUE","FALSE",70,70,115,130,90,60,535
"463",463,"Lickilicky",4,"Licking","Monster","none","FALSE","Pink","bipedal_tailless",1.7,140,"['Own Tempo', 'Oblivious', 'Cloud Nine']","Own Tempo","Oblivious","Cloud Nine","none","none","none",3,"False",30,5120,70,1000000,"True",0.5,"normal","none","FALSE","FALSE",110,85,95,80,95,50,515
"464",464,"Rhyperior",4,"Drill","Monster","Field","TRUE","Grey","bipedal_tailed",2.39,282.8,"['Lightningrod', 'Solid Rock', 'Reckless']","Lightningrod","Solid Rock","Reckless","none","none","none",3,"False",30,5120,70,1250000,"True",0.5,"ground","rock","TRUE","FALSE",115,140,130,55,55,40,535
"465",465,"Tangrowth",4,"Vine","Grass","none","FALSE","Blue","bipedal_tailless",2.01,128.6,"['Chlorophyll', 'Leaf Guard', 'Regenerator']","Chlorophyll","Leaf Guard","Regenerator","none","none","none",3,"False",30,5120,70,1000000,"True",0.5,"grass","none","FALSE","FALSE",100,100,125,110,50,50,535
"466",466,"Electivire",4,"Thunderbolt","Human-Like","none","FALSE","Yellow","bipedal_tailed",1.8,138.6,"['Motor Drive', 'Vital Spirit']","Motor Drive","Vital Spirit","none","none","none","none",2,"False",30,6400,70,1000000,"True",0.75,"electric","none","FALSE","FALSE",75,123,67,95,85,95,540
"467",467,"Magmortar",4,"Blast","Human-Like","none","FALSE","Red","bipedal_tailed",1.6,68,"['Flame Body', 'Vital Spirit']","Flame Body","Vital Spirit","none","none","none","none",2,"False",30,6400,70,1000000,"True",0.75,"fire","none","FALSE","FALSE",75,95,67,125,95,83,540
"468",468,"Togekiss",4,"Jubilee","Flying","Fairy","TRUE","White","two_wings",1.5,38,"['Hustle', 'Serene Grace', 'Super Luck']","Hustle","Serene Grace","Super Luck","none","none","none",3,"False",30,2560,70,800000,"True",0.875,"fairy","flying","TRUE","FALSE",85,50,95,120,115,80,545
"469",469,"Yanmega",4,"Ogre Darner","Bug","none","FALSE","Green","four_wings",1.91,51.5,"['Speed Boost', 'Tinted Lens', 'Frisk']","Speed Boost","Tinted Lens","Frisk","none","none","none",3,"False",30,5120,70,1000000,"True",0.5,"bug","flying","TRUE","FALSE",86,76,86,116,56,95,515
"470",470,"Leafeon",4,"Verdant","Field","none","FALSE","Green","quadruped",0.99,25.5,"['Leaf Guard', 'Chlorophyll']","Leaf Guard","Chlorophyll","none","none","none","none",2,"False",45,8960,35,1000000,"True",0.875,"grass","none","FALSE","FALSE",65,110,130,60,65,95,525
"471",471,"Glaceon",4,"Fresh Snow","Field","none","FALSE","Blue","quadruped",0.79,25.9,"['Snow Cloak', 'Ice Body']","Snow Cloak","Ice Body","none","none","none","none",2,"False",45,8960,35,1000000,"True",0.875,"ice","none","FALSE","FALSE",65,60,110,130,95,65,525
"472",472,"Gliscor",4,"Fang Scorp","Bug","none","FALSE","Purple","two_wings",2.01,42.5,"['Hyper Cutter', 'Sand Veil', 'Poison Heal']","Hyper Cutter","Sand Veil","Poison Heal","none","none","none",3,"False",30,5120,70,1059860,"True",0.5,"ground","flying","TRUE","FALSE",75,95,125,45,75,95,510
"473",473,"Mamoswine",4,"Twin Tusk","Field","none","FALSE","Brown","quadruped",2.49,291,"['Oblivious', 'Snow Cloak', 'Thick Fat']","Oblivious","Snow Cloak","Thick Fat","none","none","none",3,"False",50,5120,70,1250000,"True",0.5,"ice","ground","TRUE","FALSE",110,130,80,70,60,80,530
"474",474,"Porygon-Z",4,"Virtual","Mineral","none","FALSE","Red","head_arms",0.89,34,"['Adaptability', 'Download', 'Analytic']","Adaptability","Download","Analytic","none","none","none",3,"False",30,5120,70,1000000,"False",0,"normal","none","FALSE","FALSE",85,80,70,135,75,90,535
"475",475,"Gallade",4,"Blade","Amorphous","none","FALSE","White","bipedal_tailless",1.6,52,"['Steadfast', 'Justified']","Steadfast","Justified","none","none","none","none",2,"True",45,5120,35,1250000,"True",1,"psychic","fighting","TRUE","FALSE",68,165,95,65,115,110,618
"476",476,"Probopass",4,"Compass","Mineral","none","FALSE","Grey","multiple_bodies",1.4,340,"['Sturdy', 'Magnet Pull', 'Sand Force']","Sturdy","Magnet Pull","Sand Force","none","none","none",3,"False",60,5120,70,1000000,"True",0.5,"rock","steel","TRUE","FALSE",60,55,145,75,150,40,525
"477",477,"Dusknoir",4,"Gripper","Amorphous","none","FALSE","Black","head_arms",2.21,106.6,"['Pressure', 'Frisk']","Pressure","Frisk","none","none","none","none",2,"False",45,6400,35,800000,"True",0.5,"ghost","none","FALSE","FALSE",45,100,135,65,135,45,525
"478",478,"Froslass",4,"Snow Land","Fairy","Mineral","TRUE","White","head_arms",1.3,26.6,"['Snow Cloak', 'Cursed Body']","Snow Cloak","Cursed Body","none","none","none","none",2,"False",75,5120,70,1000000,"True",0,"ice","ghost","TRUE","FALSE",70,80,70,80,70,110,480
"479",479,"Rotom",4,"Plasma","Amorphous","none","FALSE","Red","head_only",0.3,0.3,"['Levitate']","Levitate","none","none","none","none","none",1,"False",45,5120,70,1000000,"False",0,"electric","ghost","TRUE","FALSE",50,65,107,105,107,86,520
"480",480,"Uxie",4,"Knowledge","Undiscovered","none","FALSE","Yellow","bipedal_tailed",0.3,0.3,"['Levitate']","Levitate","none","none","none","none","none",1,"False",3,20480,140,1250000,"False",0,"psychic","none","FALSE","TRUE",75,75,130,75,130,95,580
"481",481,"Mesprit",4,"Emotion","Undiscovered","none","FALSE","Pink","bipedal_tailed",0.3,0.3,"['Levitate']","Levitate","none","none","none","none","none",1,"False",3,20480,140,1250000,"False",0,"psychic","none","FALSE","TRUE",80,105,105,105,105,80,580
"482",482,"Azelf",4,"Willpower","Undiscovered","none","FALSE","Blue","bipedal_tailed",0.3,0.3,"['Levitate']","Levitate","none","none","none","none","none",1,"False",3,20480,140,1250000,"False",0,"psychic","none","FALSE","TRUE",75,125,70,125,70,115,580
"483",483,"Dialga",4,"Temporal","Undiscovered","none","FALSE","White","quadruped",5.41,683,"['Pressure', 'Telepathy']","Pressure","Telepathy","none","none","none","none",2,"False",3,30720,0,1250000,"False",0,"steel","dragon","TRUE","TRUE",100,120,120,150,100,90,680
"484",484,"Palkia",4,"Spatial","Undiscovered","none","FALSE","Purple","bipedal_tailed",4.19,336,"['Pressure', 'Telepathy']","Pressure","Telepathy","none","none","none","none",2,"False",3,30720,0,1250000,"False",0,"water","dragon","TRUE","TRUE",90,120,100,150,120,100,680
"485",485,"Heatran",4,"Lava Dome","Undiscovered","none","FALSE","Brown","quadruped",1.7,430,"['Flash Fire', 'Flame Body']","Flash Fire","Flame Body","none","none","none","none",2,"False",3,2560,100,1250000,"True",0.5,"fire","steel","TRUE","TRUE",91,90,106,130,106,77,600
"486",486,"Regigigas",4,"Colossal","Undiscovered","none","FALSE","White","bipedal_tailless",3.71,420,"['Slow Start']","Slow Start","none","none","none","none","none",1,"False",3,30720,0,1250000,"False",0,"normal","none","FALSE","TRUE",110,160,110,80,110,100,670
"487",487,"Giratina",4,"Renegade","Undiscovered","none","FALSE","Black","serpentine_body",6.91,650,"['Pressure', 'Telepathy', 'Levitate']","Pressure","Telepathy","Levitate","none","none","none",3,"False",3,30720,0,1250000,"False",0,"ghost","dragon","TRUE","TRUE",150,120,100,120,100,90,680
"488",488,"Cresselia",4,"Lunar","Undiscovered","none","FALSE","Yellow","serpentine_body",1.5,85.6,"['Levitate']","Levitate","none","none","none","none","none",1,"False",3,30720,100,1250000,"True",0,"psychic","none","FALSE","TRUE",120,70,120,75,130,85,600
"489",489,"Phione",4,"Sea Drifter","Water_1","Fairy","TRUE","Blue","head_arms",0.41,3.1,"['Hydration']","Hydration","none","none","none","none","none",1,"False",30,10240,70,1250000,"False",0,"water","none","FALSE","FALSE",80,80,80,80,80,80,480
"490",490,"Manaphy",4,"Seafaring","Water_1","Fairy","TRUE","Blue","bipedal_tailless",0.3,1.4,"['Hydration']","Hydration","none","none","none","none","none",1,"False",3,2560,70,1250000,"False",0,"water","none","FALSE","TRUE",100,100,100,100,100,100,600
"491",491,"Darkrai",4,"Pitch-Black","Undiscovered","none","FALSE","Black","bipedal_tailless",1.5,50.5,"['Bad Dreams']","Bad Dreams","none","none","none","none","none",1,"False",3,30720,0,1250000,"False",0,"dark","none","FALSE","TRUE",70,90,90,135,90,125,600
"492",492,"Shaymin",4,"Gratitude","Undiscovered","none","FALSE","Green","quadruped",0.2,2.1,"['Natural Cure', 'Serene Grace']","Natural Cure","Serene Grace","none","none","none","none",2,"False",45,30720,100,1059860,"False",0,"grass","grass","TRUE","TRUE",100,103,75,120,75,127,600
"493",493,"Arceus",4,"Alpha","Undiscovered","none","FALSE","Grey","quadruped",3.2,320,"['Multitype']","Multitype","none","none","none","none","none",1,"False",3,30720,0,1250000,"False",0,"normal","none","FALSE","TRUE",120,120,120,120,120,120,720
"494",494,"Victini",5,"Victory","Undiscovered","none","FALSE","Yellow","bipedal_tailless",0.41,4,"['Victory Star']","Victory Star","none","none","none","none","none",1,"False",3,30720,100,1250000,"False",0,"psychic","fire","TRUE","TRUE",100,100,100,100,100,100,600
"495",495,"Snivy",5,"Grass Snake","Field","Grass","TRUE","Green","bipedal_tailed",0.61,8.1,"['Overgrow', 'Contrary']","Overgrow","Contrary","none","none","none","none",2,"False",45,5120,70,1059860,"True",0.875,"grass","none","FALSE","FALSE",45,45,55,45,55,63,308
"496",496,"Servine",5,"Grass Snake","Field","Grass","TRUE","Green","bipedal_tailed",0.79,16,"['Overgrow', 'Contrary']","Overgrow","Contrary","none","none","none","none",2,"False",45,5120,70,1059860,"True",0.875,"grass","none","FALSE","FALSE",60,60,75,60,75,83,413
"497",497,"Serperior",5,"Regal","Field","Grass","TRUE","Green","serpentine_body",3.3,63,"['Overgrow', 'Contrary']","Overgrow","Contrary","none","none","none","none",2,"False",45,5120,70,1059860,"True",0.875,"grass","none","FALSE","FALSE",75,75,95,75,95,113,528
"498",498,"Tepig",5,"Fire Pig","Field","none","FALSE","Red","quadruped",0.51,9.9,"['Blaze', 'Thick Fat']","Blaze","Thick Fat","none","none","none","none",2,"False",45,5120,70,1059860,"True",0.875,"fire","none","FALSE","FALSE",65,63,45,45,45,45,308
"499",499,"Pignite",5,"Fire Pig","Field","none","FALSE","Red","bipedal_tailed",0.99,55.5,"['Blaze', 'Thick Fat']","Blaze","Thick Fat","none","none","none","none",2,"False",45,5120,70,1059860,"True",0.875,"fire","fighting","TRUE","FALSE",90,93,55,70,55,55,418
"500",500,"Emboar",5,"Mega Fire Pig","Field","none","FALSE","Red","bipedal_tailed",1.6,150,"['Blaze', 'Reckless']","Blaze","Reckless","none","none","none","none",2,"False",45,5120,70,1059860,"True",0.875,"fire","fighting","TRUE","FALSE",110,123,65,100,65,65,528
"501",501,"Oshawott",5,"Sea Otter","Field","none","FALSE","Blue","bipedal_tailed",0.51,5.9,"['Torrent', 'Shell Armor']","Torrent","Shell Armor","none","none","none","none",2,"False",45,5120,70,1059860,"True",0.875,"water","none","FALSE","FALSE",55,55,45,63,45,45,308
"502",502,"Dewott",5,"Discipline","Field","none","FALSE","Blue","bipedal_tailed",0.79,24.5,"['Torrent', 'Shell Armor']","Torrent","Shell Armor","none","none","none","none",2,"False",45,5120,70,1059860,"True",0.875,"water","none","FALSE","FALSE",75,75,60,83,60,60,413
"503",503,"Samurott",5,"Formidable","Field","none","FALSE","Blue","quadruped",1.5,94.6,"['Torrent', 'Shell Armor']","Torrent","Shell Armor","none","none","none","none",2,"False",45,5120,70,1059860,"True",0.875,"water","none","FALSE","FALSE",95,100,85,108,70,70,528
"504",504,"Patrat",5,"Scout","Field","none","FALSE","Brown","quadruped",0.51,11.6,"['Run Away', 'Keen Eye', 'Analytic']","Run Away","Keen Eye","Analytic","none","none","none",3,"False",255,3840,70,1000000,"True",0.5,"normal","none","FALSE","FALSE",45,55,39,35,39,42,255
"505",505,"Watchog",5,"Lookout","Field","none","FALSE","Brown","bipedal_tailed",1.09,27,"['Illuminate', 'Keen Eye', 'Analytic']","Illuminate","Keen Eye","Analytic","none","none","none",3,"False",255,5120,70,1000000,"True",0.5,"normal","none","FALSE","FALSE",60,85,69,60,69,77,420
"506",506,"Lillipup",5,"Puppy","Field","none","FALSE","Brown","quadruped",0.41,4.1,"['Vital Spirit', 'Pickup', 'Run Away']","Vital Spirit","Pickup","Run Away","none","none","none",3,"False",255,3840,70,1059860,"True",0.5,"normal","none","FALSE","FALSE",45,60,45,25,45,55,275
"507",507,"Herdier",5,"Loyal Dog","Field","none","FALSE","Grey","quadruped",0.89,14.7,"['Intimidate', 'Sand Rush', 'Scrappy']","Intimidate","Sand Rush","Scrappy","none","none","none",3,"False",120,3840,70,1059860,"True",0.5,"normal","none","FALSE","FALSE",65,80,65,35,65,60,370
"508",508,"Stoutland",5,"Big-Hearted","Field","none","FALSE","Grey","quadruped",1.19,61,"['Intimidate', 'Sand Rush', 'Scrappy']","Intimidate","Sand Rush","Scrappy","none","none","none",3,"False",45,3840,70,1059860,"True",0.5,"normal","none","FALSE","FALSE",85,110,90,45,90,80,500
"509",509,"Purrloin",5,"Devious","Field","none","FALSE","Purple","quadruped",0.41,10.1,"['Limber', 'Unburden', 'Prankster']","Limber","Unburden","Prankster","none","none","none",3,"False",255,5120,70,1000000,"True",0.5,"dark","none","FALSE","FALSE",41,50,37,50,37,66,281
"510",510,"Liepard",5,"Cruel","Field","none","FALSE","Purple","quadruped",1.09,37.5,"['Limber', 'Unburden', 'Prankster']","Limber","Unburden","Prankster","none","none","none",3,"False",90,5120,70,1000000,"True",0.5,"dark","none","FALSE","FALSE",64,88,50,88,50,106,446
"511",511,"Pansage",5,"Grass Monkey","Field","none","FALSE","Green","bipedal_tailed",0.61,10.5,"['Gluttony', 'Overgrow']","Gluttony","Overgrow","none","none","none","none",2,"False",190,5120,70,1000000,"True",0.875,"grass","none","FALSE","FALSE",50,53,48,53,48,64,316
"512",512,"Simisage",5,"Thorn Monkey","Field","none","FALSE","Green","bipedal_tailed",1.09,30.5,"['Gluttony', 'Overgrow']","Gluttony","Overgrow","none","none","none","none",2,"False",75,5120,70,1000000,"True",0.875,"grass","none","FALSE","FALSE",75,98,63,98,63,101,498
"513",513,"Pansear",5,"High Temp","Field","none","FALSE","Red","bipedal_tailed",0.61,11,"['Gluttony', 'Blaze']","Gluttony","Blaze","none","none","none","none",2,"False",190,5120,70,1000000,"True",0.875,"fire","none","FALSE","FALSE",50,53,48,53,48,64,316
"514",514,"Simisear",5,"Ember","Field","none","FALSE","Red","bipedal_tailed",0.99,28,"['Gluttony', 'Blaze']","Gluttony","Blaze","none","none","none","none",2,"False",75,5120,70,1000000,"True",0.875,"fire","none","FALSE","FALSE",75,98,63,98,63,101,498
"515",515,"Panpour",5,"Spray","Field","none","FALSE","Blue","bipedal_tailed",0.61,13.5,"['Gluttony', 'Torrent']","Gluttony","Torrent","none","none","none","none",2,"False",190,5120,70,1000000,"True",0.875,"water","none","FALSE","FALSE",50,53,48,53,48,64,316
"516",516,"Simipour",5,"Geyser","Field","none","FALSE","Blue","bipedal_tailed",0.99,29,"['Gluttony', 'Torrent']","Gluttony","Torrent","none","none","none","none",2,"False",75,5120,70,1000000,"True",0.875,"water","none","FALSE","FALSE",75,98,63,98,63,101,498
"517",517,"Munna",5,"Dream Eater","Field","none","FALSE","Pink","quadruped",0.61,23.3,"['Forewarn', 'Synchronize', 'Telepathy']","Forewarn","Synchronize","Telepathy","none","none","none",3,"False",190,2560,70,800000,"True",0.5,"psychic","none","FALSE","FALSE",76,25,45,67,55,24,292
"518",518,"Musharna",5,"Drowsing","Field","none","FALSE","Pink","bipedal_tailless",1.09,60.5,"['Forewarn', 'Synchronize', 'Telepathy']","Forewarn","Synchronize","Telepathy","none","none","none",3,"False",75,2560,70,800000,"True",0.5,"psychic","none","FALSE","FALSE",116,55,85,107,95,29,487
